국적,한국,미국,중국,일본,몽골,베트남,태국,대만,러시아,방글라데시,스리랑카,우즈베키스탄,인도네시아,캐나다,키르기스스탄,필리핀,파키스탄,기타
 합계 ,"2,581,091","2,550","26,229",188,"2,052","3,679","1,228",835,329,203,687,972,231,379,115,684,376,"1,575"
