국내	구별	합계
국내	구별	합계
국내	구별	합계
2011	종로구	8,554
2011	중구	9,769
2011	용산구	6,895
2011	성동구	5,099
2011	광진구	8,980
2011	동대문구	8,569
2011	중랑구	8,864
2011	성북구	6,457
2011	강북구	7,191
2011	도봉구	5,180
2011	노원구	7,274
2011	은평구	7,478
2011	서대문구	6,525
2011	마포구	7,874
2011	양천구	7,904
2011	강서구	11,084
2011	구로구	9,208
2011	금천구	5,681
2011	영등포구	11,969
2011	동작구	6,503
2011	관악구	11,094
2011	서초구	13,027
2011	강남구	22,036
2011	송파구	13,068
2011	강동구	8,634
